ID_Vuelo,Aerolinea,Origen,Destino,Fecha_Programada,Hora_Salida_UTC,Tipo_Avion,Capacidad_Pasajeros,Pasajeros_Reservados,Distancia_KM,Clase_Tarifa,Costo_Base,Impuestos
IB8262,FlyFast,LIM,CDG,2025-06-24,04:30,B737,210,150,1208,Negocios,1324.14,161.6
LA4121,AirCorp,CDG,JFK,2025-06-18,04:30,A380,550,423,8821,Negocios,2093.29,239.87
LA737,FlyFast,FRA,CDG,2025-02-07,22:00,A380,550,334,6455,Negocios,1343.07,104.32
LA4258,FlyFast,JFK,BUE,2025-09-28,18:00,A320,180,175,2309,Primera,3674.45,784.69
IB8814,GlobalAir,FRA,SCL,2025-06-26,10:30,A380,550,463,7462,Primera,6398.71,679.31
AA4721,AeroSky,SCL,MAD,2025-08-01,14:30,A380,550,453,3709,Negocios,2164.75,242.07
IB5084,AirCorp,SCL,FRA,2025-11-23,15:30,A320,180,113,2008,Económica,358.54,68.6
LA2821,GlobalAir,MAD,FRA,2025-12-02,06:00,B787,300,221,2623,Primera,4373.49,401.24
LA8269,AeroSky,BUE,JFK,2025-01-13,08:00,B787,300,244,7905,Económica,548.01,83.11
IB1188,FlyFast,SCL,JFK,2025-11-08,03:30,A320,180,149,3357,Negocios,2498.5,124.35
AA895,FlyFast,FRA,JFK,2025-11-10,00:30,A380,550,522,7393,Económica,313.81,79.4
DL443,AirCorp,SCL,CDG,2025-12-26,16:30,A380,550,340,4662,Económica,302.96,95.95
LA6612,AirCorp,FRA,SCL,2025-01-26,21:30,A380,550,459,3750,Económica,399.13,87.86
IB9304,AirCorp,CDG,MIA,2025-06-09,16:30,B787,300,189,4443,Primera,6693.01,305.95
IB5669,FlyFast,LIM,CDG,2025-12-31,04:00,A320,180,124,4151,Primera,6568.3,384.9
IB2616,GlobalAir,LIM,JFK,2025-03-04,20:30,B737,210,176,1494,Negocios,961.28,298.3
IB3073,AeroSky,MIA,JFK,2025-03-20,10:30,B787,300,237,2030,Primera,7210.98,725.46
DL2521,FlyFast,SCL,JFK,2025-07-31,03:00,A380,550,471,8866,Primera,7830.35,639.45
IB8012,FlyFast,SCL,JFK,2025-09-30,23:00,B737,210,168,3270,Económica,261.71,72.21
IB7110,AirCorp,SCL,MAD,2025-06-12,16:30,B737,210,171,2636,Primera,6686.01,348.19
IB8908,AeroSky,BUE,MAD,2025-10-20,00:30,A320,180,111,1965,Negocios,1191.22,264.57
DL4837,FlyFast,BUE,JFK,2025-09-18,04:00,A380,550,477,2572,Primera,3291.65,597.22
AA3241,FlyFast,LIM,JFK,2025-02-04,02:30,A380,550,532,4588,Negocios,1867.1,283.69
AA4468,AeroSky,MIA,LIM,2025-06-30,13:00,A320,180,127,1082,Primera,3501.47,533.8
LA529,FlyFast,SCL,MIA,2025-02-25,19:30,A320,180,111,2699,Negocios,930.13,227.56
LA4075,GlobalAir,MAD,FRA,2025-10-07,21:00,A320,180,116,609,Primera,6878.93,686.76
IB7665,AirCorp,MAD,SCL,2025-01-31,06:00,A320,180,128,4100,Económica,522.39,56.38
LA9981,AeroSky,MAD,SCL,2025-10-01,22:00,A380,550,350,5259,Primera,6741.6,352.86
AA581,AirCorp,FRA,MAD,2025-10-21,20:00,B737,210,172,539,Primera,4985.32,794.38
AA7998,GlobalAir,MIA,FRA,2025-09-16,03:00,B737,210,159,4029,Económica,362.71,59.08
LA6033,AirCorp,MIA,CDG,2025-05-11,00:00,B737,210,133,4003,Negocios,2283.79,287.65
IB1884,GlobalAir,MAD,CDG,2025-06-16,17:30,B787,300,232,8934,Primera,6940.9,556.86
DL6171,AirCorp,CDG,SCL,2025-07-31,00:00,B737,210,163,1414,Económica,419.03,89.22
IB467,FlyFast,LIM,BUE,2026-01-01,03:30,B787,300,223,5814,Primera,5601.93,589.5
DL8668,GlobalAir,MIA,CDG,2025-10-15,13:00,A380,550,440,4030,Económica,595.51,88.29
LA2787,AirCorp,SCL,MIA,2025-01-24,07:00,B787,300,247,8603,Económica,518.74,78.5
AA540,FlyFast,JFK,MAD,2025-05-24,21:00,A380,550,502,9991,Económica,594.85,71.24
AA1146,FlyFast,SCL,MIA,2025-08-02,09:30,B737,210,204,3797,Económica,326.71,94.04
AA118,AeroSky,FRA,MAD,2025-01-11,04:30,A320,180,169,2578,Económica,559.24,98.96
IB6177,GlobalAir,CDG,FRA,2025-06-21,09:30,B787,300,213,4399,Económica,334.49,93.48
IB651,AeroSky,LIM,JFK,2025-03-13,00:00,A320,180,161,3856,Económica,550.75,73.95
DL9662,GlobalAir,FRA,MIA,2025-04-13,16:30,A380,550,497,6744,Negocios,1663.38,187.13
LA1088,AirCorp,JFK,LIM,2025-10-21,07:30,B737,210,171,3872,Negocios,1471.73,261.39
LA3664,FlyFast,MIA,CDG,2025-05-12,08:00,B787,300,273,3342,Económica,573.8,88.9
DL5192,GlobalAir,SCL,LIM,2025-11-21,20:30,A380,550,460,4356,Económica,274.01,73.41
IB1034,FlyFast,MAD,BUE,2025-05-18,20:00,B737,210,128,1524,Primera,5204.55,352.02
IB4531,AirCorp,SCL,CDG,2025-03-14,00:30,B737,210,157,1882,Negocios,1966.95,275.45
AA8824,AeroSky,MIA,LIM,2025-09-05,07:30,B787,300,267,5393,Primera,6069.52,433.26
LA8819,FlyFast,FRA,MAD,2025-08-09,08:30,A320,180,135,1360,Primera,3696.63,541.06
IB1779,GlobalAir,CDG,BUE,2025-11-15,12:30,A380,550,477,7046,Negocios,1122.66,250.28
LA4197,AeroSky,SCL,CDG,2025-07-05,13:30,A380,550,331,7432,Económica,590.55,86.76
LA9701,AeroSky,FRA,MAD,2025-08-16,16:30,B787,300,209,6932,Económica,352.46,81.12
DL9531,AeroSky,FRA,CDG,2025-07-29,19:00,B737,210,156,3214,Económica,439.17,89.04
AA8360,GlobalAir,JFK,MIA,2025-12-12,00:00,A320,180,115,765,Primera,4681.71,658.78
DL1844,FlyFast,BUE,SCL,2025-02-05,06:30,B787,300,250,6114,Primera,7142.44,652.3
AA9491,FlyFast,CDG,BUE,2025-08-02,07:00,A380,550,539,2852,Negocios,1002.44,231.76
IB5189,AirCorp,MIA,BUE,2025-11-25,04:30,B787,300,188,4045,Primera,3638.06,576.51
DL8526,FlyFast,CDG,LIM,2025-10-06,04:00,A320,180,177,1428,Negocios,1537.96,168.09
IB4527,AirCorp,SCL,FRA,2025-03-18,07:00,B787,300,295,7913,Económica,228.49,62.71
LA5491,GlobalAir,CDG,LIM,2025-09-08,19:30,A380,550,365,6852,Primera,6556.58,597.21
AA4763,AirCorp,CDG,MIA,2025-03-05,23:30,B737,210,179,3469,Primera,5452.23,471.68
LA388,AirCorp,SCL,BUE,2025-07-19,12:00,B737,210,189,2088,Negocios,2342.99,127.26
AA3127,AeroSky,SCL,MAD,2025-02-14,17:00,B737,210,152,545,Económica,240.95,87.69
DL3287,AirCorp,SCL,FRA,2025-08-23,01:00,B787,300,268,6616,Económica,312.14,61.44
AA828,GlobalAir,MIA,CDG,2025-01-15,20:00,A320,180,155,3621,Económica,444.92,94.1
AA6182,AeroSky,SCL,BUE,2025-03-05,07:30,B737,210,151,1378,Primera,3775.66,433.86
LA4074,FlyFast,SCL,FRA,2025-05-11,11:00,B787,300,244,2522,Primera,5548.16,327.65
IB7550,GlobalAir,MIA,JFK,2025-01-26,15:00,B737,210,205,1095,Primera,7044.37,671.59
DL2644,FlyFast,CDG,FRA,2025-08-28,19:00,B737,210,190,2625,Económica,472.34,56.65
DL6505,FlyFast,JFK,BUE,2025-06-08,04:30,A380,550,536,6633,Primera,3167.64,477.27
LA3239,GlobalAir,MIA,LIM,2025-08-04,04:30,A320,180,174,1485,Negocios,1600.77,265.31
LA4001,GlobalAir,MAD,SCL,2025-05-14,07:30,B737,210,175,1399,Primera,5824.7,414.48
LA6146,GlobalAir,CDG,MAD,2025-01-20,09:30,B737,210,192,4060,Económica,391.65,84.21
IB438,FlyFast,FRA,MIA,2025-03-10,10:30,A320,180,121,3977,Negocios,1542.83,183.04
IB8672,AirCorp,FRA,MAD,2025-03-06,00:00,A380,550,474,5660,Negocios,2115.43,110.51
AA1106,AirCorp,MIA,BUE,2025-08-02,19:00,A380,550,397,4728,Negocios,2019.94,131.34
LA742,AeroSky,MAD,LIM,2025-08-24,03:30,A320,180,151,1065,Primera,5170.1,753.87
LA7951,FlyFast,MIA,JFK,2025-11-14,15:30,A380,550,459,7618,Negocios,1968.18,191.83
DL3177,AeroSky,JFK,MIA,2025-11-13,05:00,B737,210,198,2838,Económica,405.29,98.91
AA9764,GlobalAir,MAD,MIA,2025-10-29,05:00,A380,550,400,8356,Negocios,1487.59,179.19
DL7388,FlyFast,MAD,BUE,2025-10-07,04:00,A320,180,135,878,Económica,309.05,60.1
LA9016,GlobalAir,SCL,LIM,2025-11-21,01:30,A380,550,394,7016,Económica,348.15,55.76
LA4066,GlobalAir,BUE,CDG,2025-05-12,13:30,A380,550,418,7373,Económica,479.89,86.11
AA8733,FlyFast,CDG,SCL,2025-11-03,01:30,B787,300,185,3829,Primera,4031.98,458.12
AA9886,FlyFast,JFK,LIM,2025-11-30,02:30,A320,180,115,1070,Primera,4976.69,476.77
DL952,GlobalAir,JFK,CDG,2025-02-12,08:00,A380,550,527,9623,Negocios,1629.95,201.04
LA3028,AirCorp,JFK,LIM,2025-11-08,04:30,A380,550,448,4957,Primera,7350.08,466.7
DL3945,AeroSky,JFK,MAD,2025-02-02,16:00,B787,300,248,5894,Primera,4023.33,359.97
AA3464,GlobalAir,JFK,LIM,2025-01-11,10:00,B737,210,158,2640,Negocios,1455.35,224.41
IB9695,FlyFast,LIM,FRA,2025-06-08,18:30,B737,210,174,1911,Primera,5009.55,511.99
LA5143,AirCorp,BUE,CDG,2025-03-30,16:30,B787,300,274,2876,Económica,500.89,85.04
IB5536,AeroSky,SCL,LIM,2025-08-15,05:00,A320,180,116,3855,Negocios,955.75,192.34
DL8746,AirCorp,JFK,MIA,2025-01-14,23:00,A380,550,398,5399,Económica,451.78,96.44
LA7842,FlyFast,MAD,SCL,2025-09-28,18:00,A320,180,120,4296,Económica,305.37,88.62
AA6544,GlobalAir,LIM,CDG,2025-06-25,21:30,A380,550,533,3675,Económica,333.1,76.54
LA6134,AirCorp,CDG,FRA,2025-06-17,05:00,B737,210,188,885,Primera,5913.73,788.37
DL9499,AirCorp,CDG,SCL,2025-05-22,00:30,B787,300,249,3481,Primera,4090.47,389.43
IB2674,GlobalAir,LIM,FRA,2025-05-18,21:30,B787,300,217,4305,Primera,6260.68,717.93
AA1484,GlobalAir,CDG,SCL,2025-05-19,16:30,A380,550,360,8811,Negocios,944.7,150.36
LA5565,AeroSky,SCL,MIA,2025-09-13,10:30,A320,180,136,3681,Primera,5343.21,476.56
IB5680,AirCorp,JFK,FRA,2025-09-12,20:00,B737,210,193,2149,Negocios,1285.39,224.3
DL6386,FlyFast,CDG,LIM,2025-08-11,06:00,B787,300,214,5968,Primera,4362.64,432.26
AA9031,AeroSky,JFK,SCL,2025-10-12,14:00,A380,550,460,2090,Económica,259.94,71.23
IB2682,AeroSky,BUE,MIA,2025-04-15,04:00,A320,180,178,940,Negocios,1454.43,200.17
LA2450,AeroSky,SCL,MIA,2025-04-01,02:30,B737,210,162,2612,Negocios,976.26,132.45
AA2410,AeroSky,LIM,BUE,2025-04-23,05:00,B787,300,200,5999,Económica,293.46,69.06
AA5229,FlyFast,FRA,LIM,2025-12-12,20:30,A380,550,384,4545,Económica,570.45,83.26
DL897,AeroSky,BUE,MIA,2025-01-31,10:30,B737,210,156,2518,Económica,211.53,71.41
LA9046,AirCorp,LIM,BUE,2025-08-30,13:00,B787,300,278,8247,Negocios,1431.45,135.98
DL2242,GlobalAir,BUE,LIM,2025-10-18,01:30,B787,300,205,8050,Negocios,1511.0,293.42
DL8825,AirCorp,MIA,BUE,2025-06-08,22:30,A380,550,491,7648,Económica,406.8,74.47
IB8734,AirCorp,FRA,JFK,2025-02-27,21:00,A380,550,493,7484,Negocios,1431.63,104.35
IB2233,AirCorp,LIM,MAD,2025-01-10,19:00,B737,210,208,2548,Primera,4836.92,620.95
DL7960,GlobalAir,JFK,CDG,2025-08-06,11:30,A320,180,169,1206,Negocios,849.04,147.16
DL2546,AeroSky,CDG,JFK,2025-02-22,08:00,A320,180,143,3256,Económica,580.34,75.38
IB4002,GlobalAir,MIA,FRA,2025-01-16,12:30,B787,300,259,6971,Económica,321.93,67.49
IB2892,AeroSky,SCL,JFK,2025-09-09,16:00,B787,300,287,4601,Primera,4813.25,604.42
IB7566,AirCorp,JFK,MAD,2025-12-15,18:30,A380,550,547,3335,Primera,6822.99,398.98
IB4347,FlyFast,BUE,SCL,2025-08-17,11:30,A320,180,155,4311,Negocios,1805.78,229.28
AA6851,FlyFast,FRA,SCL,2025-04-07,22:30,B737,210,138,2246,Primera,7685.37,339.55
LA2012,AirCorp,SCL,BUE,2025-02-11,04:00,A380,550,403,7697,Negocios,2232.1,224.99
DL9314,GlobalAir,LIM,CDG,2025-07-27,04:30,B787,300,194,4726,Económica,294.02,66.19
AA6508,GlobalAir,BUE,JFK,2025-04-29,18:30,A320,180,160,872,Económica,541.19,98.78
AA7388,AeroSky,CDG,JFK,2025-08-24,07:00,A320,180,149,2138,Económica,154.39,71.36
DL5631,FlyFast,LIM,JFK,2025-06-26,10:00,B737,210,139,1621,Económica,358.98,76.52
IB107,FlyFast,MIA,CDG,2025-03-28,22:00,B787,300,284,7329,Negocios,940.98,117.98
DL6348,GlobalAir,LIM,SCL,2025-02-03,06:30,A380,550,367,2668,Negocios,2261.65,292.35
AA7964,AeroSky,LIM,MIA,2025-11-29,23:30,B737,210,158,1813,Negocios,1856.51,103.3
IB428,FlyFast,SCL,MAD,2025-10-14,14:00,A380,550,541,9455,Negocios,1766.92,177.56
IB1435,FlyFast,BUE,FRA,2025-08-03,20:30,A320,180,166,2745,Primera,3252.58,564.65
DL2438,FlyFast,LIM,CDG,2025-05-14,18:30,B737,210,151,2335,Primera,3224.04,456.5
DL6662,AirCorp,FRA,LIM,2025-04-06,15:00,A320,180,112,2674,Primera,3246.11,468.41
LA861,AeroSky,BUE,JFK,2025-05-11,20:00,A380,550,361,9287,Negocios,2319.49,110.51
DL9415,GlobalAir,CDG,SCL,2025-05-11,08:00,A320,180,168,1413,Negocios,1472.69,243.91
LA275,GlobalAir,MAD,MIA,2025-10-14,16:30,A380,550,353,6948,Económica,270.44,90.35
LA6653,AeroSky,MAD,CDG,2025-11-20,19:30,B787,300,219,9443,Primera,4481.23,435.12
AA7857,FlyFast,SCL,JFK,2025-10-31,07:00,A320,180,124,3539,Económica,270.86,59.18
AA3041,FlyFast,SCL,JFK,2025-09-29,10:30,A380,550,413,5319,Negocios,2103.23,204.29
DL6334,AirCorp,JFK,SCL,2025-05-24,17:30,A320,180,146,3146,Primera,5298.19,750.37
IB403,GlobalAir,LIM,CDG,2025-03-04,13:00,A320,180,163,1858,Negocios,929.49,272.04
LA5656,GlobalAir,CDG,LIM,2025-08-10,23:30,B737,210,155,1921,Negocios,1178.21,176.97
IB8021,AirCorp,MAD,SCL,2025-05-22,12:30,B787,300,200,4121,Negocios,2016.93,122.16
IB8247,AeroSky,MAD,BUE,2025-08-10,18:30,B737,210,191,4042,Negocios,912.59,176.42
IB7685,AeroSky,CDG,BUE,2025-01-13,15:00,A320,180,164,2282,Primera,5908.03,323.25
IB8611,AirCorp,MIA,SCL,2025-02-23,07:30,A380,550,443,3895,Primera,3292.6,434.0
IB4661,FlyFast,LIM,SCL,2025-06-02,05:00,B787,300,218,7424,Primera,7305.55,652.02
AA7504,GlobalAir,MIA,CDG,2025-03-14,18:30,B787,300,228,6983,Negocios,1722.45,108.61
DL7541,AirCorp,JFK,BUE,2025-08-27,00:00,A320,180,161,3370,Económica,330.29,87.49
DL5917,GlobalAir,LIM,CDG,2025-02-04,15:30,A320,180,137,4116,Económica,173.13,74.79
DL1303,FlyFast,LIM,CDG,2025-07-28,19:30,A380,550,524,4386,Primera,6965.96,588.06
AA836,FlyFast,MAD,FRA,2025-10-21,09:30,A380,550,469,6328,Económica,253.72,91.92
LA7811,FlyFast,MAD,JFK,2025-06-01,15:00,B787,300,262,4110,Primera,5514.79,448.14
AA2187,FlyFast,CDG,JFK,2025-07-02,02:00,A380,550,481,3425,Económica,552.43,57.43
IB3978,GlobalAir,FRA,CDG,2025-04-27,21:30,B787,300,282,3942,Económica,350.57,59.66
AA2880,AirCorp,JFK,FRA,2025-03-26,11:00,A380,550,441,6745,Negocios,2242.85,175.89
IB188,FlyFast,MAD,MIA,2025-02-27,06:00,B737,210,172,2301,Económica,206.19,63.66
DL3091,GlobalAir,MIA,FRA,2025-04-12,05:00,B787,300,268,3919,Económica,360.26,75.62
LA7853,GlobalAir,BUE,FRA,2025-07-08,09:00,A320,180,133,1647,Negocios,2356.24,213.96
AA5998,GlobalAir,SCL,LIM,2025-03-01,04:00,A380,550,378,7929,Negocios,1700.13,101.45
AA1424,FlyFast,MAD,MIA,2025-12-31,11:30,B737,210,206,1839,Negocios,1778.43,257.42
LA5239,FlyFast,SCL,LIM,2025-03-19,14:00,A320,180,122,2515,Económica,507.15,71.03
AA6212,AirCorp,BUE,CDG,2025-05-06,09:00,B737,210,157,3396,Económica,551.93,95.85
IB9280,AeroSky,JFK,MIA,2025-05-03,00:30,A380,550,347,8229,Negocios,923.23,173.83
DL7699,AirCorp,MIA,MAD,2025-06-29,03:00,B737,210,165,1984,Económica,219.37,94.34
DL570,AirCorp,SCL,LIM,2025-12-20,10:30,B787,300,205,4323,Económica,257.99,81.48
IB8123,FlyFast,BUE,MIA,2025-12-05,08:30,A320,180,146,2247,Negocios,1279.17,154.97
DL4132,AirCorp,MAD,JFK,2025-02-01,06:00,A320,180,152,1979,Negocios,2093.08,166.76
AA7541,GlobalAir,FRA,BUE,2025-01-08,22:00,A320,180,151,3649,Negocios,2497.64,156.74
LA8803,FlyFast,BUE,MAD,2025-05-02,22:30,A380,550,400,4700,Negocios,1407.54,296.33
IB9115,FlyFast,JFK,CDG,2025-04-16,23:30,A380,550,500,5055,Primera,7901.62,764.64
IB9171,FlyFast,SCL,JFK,2025-01-30,17:00,B787,300,244,7346,Primera,7351.46,459.43
LA6285,GlobalAir,SCL,BUE,2025-02-19,07:30,A380,550,413,4260,Primera,4855.4,503.32
AA1282,GlobalAir,MAD,FRA,2025-08-14,02:30,B737,210,203,3817,Económica,439.26,99.12
LA5216,GlobalAir,LIM,CDG,2025-02-23,04:30,B737,210,140,3575,Económica,500.14,71.45
AA4138,AirCorp,MIA,SCL,2025-10-11,20:30,B787,300,271,6360,Primera,3697.23,770.68
AA1778,AeroSky,MAD,SCL,2025-01-31,02:30,B737,210,193,3228,Negocios,2202.91,179.03
IB4208,AeroSky,FRA,SCL,2025-02-01,11:30,A380,550,483,7956,Negocios,1625.89,134.54
LA1602,FlyFast,CDG,MAD,2025-03-12,08:30,B737,210,206,1679,Primera,3535.71,586.5
LA9026,AeroSky,JFK,SCL,2025-02-01,09:30,B737,210,199,3439,Económica,364.21,61.81
IB6743,AeroSky,SCL,MAD,2025-12-18,15:00,B737,210,128,3986,Primera,3413.22,516.57
DL5777,AirCorp,LIM,MIA,2025-05-22,08:00,B737,210,143,963,Primera,5179.19,485.2
DL4116,FlyFast,MIA,CDG,2025-03-16,09:00,B787,300,234,3169,Negocios,2276.72,111.06
LA9830,GlobalAir,MAD,LIM,2025-04-20,07:00,A320,180,130,2540,Primera,3606.4,430.07
AA7176,FlyFast,SCL,FRA,2025-02-13,09:30,B737,210,167,721,Primera,4538.98,599.0
LA3990,GlobalAir,CDG,LIM,2025-11-20,12:30,B787,300,286,6650,Negocios,1856.65,189.57
DL6593,AirCorp,MAD,SCL,2025-02-04,16:30,A380,550,406,8540,Negocios,2427.66,163.45
DL3162,FlyFast,MIA,BUE,2025-11-02,20:30,A380,550,388,6084,Económica,507.88,54.03
LA4046,AirCorp,FRA,MAD,2025-11-23,00:00,B737,210,151,3566,Negocios,829.46,188.97
DL9322,AirCorp,FRA,BUE,2025-03-22,03:00,A320,180,146,2892,Económica,433.56,89.61
DL557,FlyFast,CDG,SCL,2025-12-30,16:30,A320,180,179,3344,Negocios,1764.08,241.23
LA3023,FlyFast,CDG,BUE,2025-05-09,18:00,A380,550,412,3970,Económica,328.61,98.59
DL7157,AirCorp,MAD,MIA,2025-09-29,06:00,A320,180,167,3605,Primera,4741.6,680.46
LA8552,GlobalAir,SCL,CDG,2025-09-21,10:30,A380,550,380,8103,Económica,593.62,85.67
IB1075,AirCorp,SCL,MIA,2025-11-21,06:30,A380,550,508,5444,Primera,5611.66,783.28
IB746,AirCorp,SCL,MAD,2025-10-29,23:00,A380,550,536,8713,Negocios,2450.96,146.75
AA9644,GlobalAir,MAD,MIA,2025-09-23,07:30,A380,550,452,4859,Primera,5328.65,545.99
IB9313,GlobalAir,JFK,LIM,2025-06-25,11:30,B737,210,176,1015,Económica,424.81,84.68
DL8806,GlobalAir,MIA,SCL,2025-06-25,16:30,B787,300,227,5105,Primera,7808.95,684.95
IB5239,AirCorp,SCL,LIM,2025-01-09,07:30,B737,210,150,1441,Económica,201.98,52.35
IB338,AeroSky,MIA,SCL,2025-08-28,22:00,B737,210,145,3632,Negocios,1374.21,216.23
DL5020,AeroSky,JFK,MIA,2025-04-10,15:30,B737,210,183,2139,Económica,412.7,55.55
DL7498,GlobalAir,BUE,LIM,2025-10-23,20:00,A380,550,413,9304,Primera,7221.68,605.64
AA507,GlobalAir,BUE,SCL,2025-03-06,00:00,B787,300,297,2989,Económica,489.67,91.37
DL5748,AeroSky,FRA,SCL,2025-12-09,01:00,B737,210,154,2079,Económica,226.66,64.21
AA9132,AirCorp,LIM,BUE,2025-10-27,20:30,A320,180,122,4166,Negocios,957.02,144.43
AA3603,GlobalAir,MAD,SCL,2025-12-23,06:30,B787,300,278,3979,Negocios,1560.96,190.86
LA8245,GlobalAir,SCL,JFK,2025-11-02,00:30,B737,210,191,2181,Primera,5480.62,635.32
DL2698,AeroSky,SCL,JFK,2025-05-24,18:00,A320,180,155,2060,Económica,421.77,55.3
AA6403,AirCorp,SCL,FRA,2025-05-25,13:30,B787,300,279,8700,Negocios,1995.41,237.12
LA370,AirCorp,FRA,LIM,2025-11-15,08:30,B787,300,193,2315,Primera,3541.47,567.94
LA9466,AirCorp,LIM,MIA,2025-08-30,23:30,B737,210,185,3236,Primera,3133.52,634.68
AA7555,AeroSky,CDG,MIA,2025-08-05,15:30,B787,300,259,7034,Negocios,1239.41,212.03
IB2358,GlobalAir,BUE,SCL,2025-01-29,02:30,A380,550,385,3200,Negocios,873.21,164.48
IB3127,FlyFast,BUE,CDG,2025-10-26,09:30,B737,210,187,1352,Primera,3512.68,638.78
DL4157,FlyFast,SCL,BUE,2025-02-15,12:30,A380,550,537,5985,Económica,358.81,97.91
LA2677,FlyFast,FRA,BUE,2025-11-19,20:00,A380,550,460,2571,Económica,326.05,63.17
LA5714,FlyFast,LIM,MIA,2025-12-31,06:00,A380,550,413,2677,Primera,4687.11,647.41
IB2332,AeroSky,CDG,FRA,2025-04-12,02:30,A320,180,162,765,Negocios,1530.97,164.22
AA7679,AeroSky,JFK,CDG,2025-11-05,14:00,A320,180,135,4475,Negocios,1663.01,276.38
AA7980,AirCorp,BUE,SCL,2025-07-15,19:30,A320,180,135,943,Primera,7622.65,784.22
AA3858,FlyFast,MIA,CDG,2025-05-08,17:00,B787,300,188,3034,Primera,4211.38,781.87
IB2295,GlobalAir,SCL,JFK,2025-02-16,19:30,B737,210,162,3102,Primera,7853.59,499.33
LA9009,AirCorp,LIM,CDG,2025-06-18,00:30,A320,180,123,512,Económica,355.18,84.99
DL1118,AeroSky,MAD,FRA,2025-10-27,01:30,A380,550,511,3508,Primera,7428.74,461.31
IB5822,AeroSky,LIM,MAD,2025-09-16,22:00,A320,180,145,3704,Negocios,1237.55,260.62
LA1433,AeroSky,FRA,CDG,2025-03-17,06:00,A380,550,402,8573,Primera,6124.2,757.26
LA4606,GlobalAir,LIM,MAD,2025-05-23,13:00,B787,300,210,6663,Económica,297.76,88.87
LA1289,GlobalAir,SCL,BUE,2025-06-11,11:00,A380,550,394,4302,Negocios,1055.32,233.27
IB1550,AeroSky,MAD,SCL,2025-06-23,04:30,B737,210,147,2869,Negocios,1574.27,154.07
DL5870,AirCorp,SCL,JFK,2025-03-10,13:00,A380,550,376,6958,Económica,447.1,77.59
DL9928,AirCorp,SCL,CDG,2025-04-14,02:00,A320,180,133,3064,Negocios,2044.21,112.45
DL7261,FlyFast,LIM,SCL,2025-11-03,02:30,A380,550,440,8908,Primera,4233.77,419.59
LA3130,AirCorp,FRA,SCL,2025-11-08,13:30,B787,300,287,5041,Negocios,1609.79,141.76
DL138,FlyFast,JFK,MAD,2025-09-15,00:30,B737,210,190,4493,Negocios,1052.05,187.27
IB7365,FlyFast,BUE,MIA,2025-06-10,14:30,B737,210,128,3619,Negocios,2072.11,251.14
DL7708,GlobalAir,LIM,BUE,2025-01-02,03:30,B787,300,232,4281,Primera,3906.02,613.1
DL9909,FlyFast,MIA,SCL,2025-03-14,08:30,A320,180,133,907,Económica,474.54,81.9
DL8822,FlyFast,CDG,SCL,2025-03-18,22:00,B737,210,190,1267,Negocios,1621.37,165.14
DL4358,AirCorp,MAD,FRA,2025-05-07,07:00,A380,550,441,7913,Económica,240.48,95.56
IB3616,FlyFast,FRA,JFK,2025-08-03,01:00,A380,550,496,7011,Primera,7491.04,522.64
AA1144,GlobalAir,LIM,JFK,2025-05-21,22:00,B737,210,185,2058,Económica,240.8,92.75
AA2641,FlyFast,MAD,MIA,2025-01-11,21:00,A380,550,398,9262,Negocios,1469.72,286.37
IB6531,GlobalAir,SCL,LIM,2025-12-06,11:30,A380,550,491,7714,Primera,6437.5,742.5
DL6862,AeroSky,CDG,SCL,2025-12-12,17:00,B737,210,175,3985,Económica,495.33,70.09
DL2975,AeroSky,LIM,CDG,2025-11-23,17:30,A320,180,178,1307,Primera,6088.64,781.18
DL5685,AeroSky,MIA,JFK,2025-11-27,09:00,A320,180,175,1549,Primera,5097.39,773.05
LA7091,GlobalAir,CDG,JFK,2025-01-05,11:30,B737,210,201,2061,Económica,228.45,64.57
IB8064,AirCorp,FRA,LIM,2025-06-08,20:30,A320,180,142,2297,Económica,172.57,95.77
IB3948,GlobalAir,MIA,CDG,2025-08-08,05:00,B787,300,290,3617,Económica,563.92,78.74
AA1788,AeroSky,JFK,MIA,2025-08-15,16:30,A320,180,167,3641,Primera,6953.77,662.38
LA3177,AirCorp,LIM,MIA,2025-12-16,14:30,A380,550,459,6482,Económica,514.67,60.84
AA7555,AirCorp,SCL,MIA,2025-04-20,05:00,A380,550,402,4212,Primera,4630.88,437.8
LA595,AeroSky,SCL,CDG,2025-03-09,16:00,B737,210,137,3438,Primera,5501.48,543.62
LA6494,AeroSky,BUE,JFK,2025-04-18,20:00,A320,180,140,1103,Económica,354.51,77.28
AA9896,GlobalAir,MAD,SCL,2025-05-01,08:30,B737,210,196,3588,Económica,258.04,53.79
LA1819,GlobalAir,BUE,MIA,2025-11-27,12:00,A320,180,114,2534,Negocios,2326.77,132.05
AA4587,GlobalAir,BUE,CDG,2025-12-22,03:00,B737,210,193,1582,Negocios,1012.63,128.6
DL7846,AeroSky,MIA,CDG,2025-04-06,01:30,B737,210,186,2824,Primera,4510.08,354.55
AA8118,FlyFast,SCL,FRA,2025-03-27,06:00,B787,300,265,7806,Económica,161.65,77.61
LA2006,FlyFast,FRA,LIM,2025-08-29,02:30,A320,180,122,3225,Negocios,1305.32,210.39
DL4804,AeroSky,SCL,CDG,2025-07-22,16:30,A380,550,422,2765,Económica,594.71,61.6
